Timestamp,Participant ID,Briefly describe the experiment you just completed and what you were supposed to do.,Would you have benefitted from more or better instructions?,How familiar are you with this kind of game?,How enjoyable did you find this game?,How difficult did you find this game?,"Did you use a specific strategy for combining resources and items in this game? If so, please describe it.",Do you have any comments about the game or the experiment that you would like to share with the researchers?
12/11/2017 13:51:46,825,Tasked with playing a game where you had to use resources to try to build different totems.,"No, I understood what I was supposed to do.",4,2,5,I just tried to think about what would make sense in real life.,n/a
12/11/2017 14:02:05,826,During this experiment I was instructed to construct a totem pole out of six starting materials that could not directly be used in my structure.,"No, I understood what I was supposed to do.",5,4,5,"I tried to use logic, so for example I used the stick, rope, and small rock to construct an ax, which I then used to cut down the small tree.",N/A
12/11/2017 14:26:35,828,I was told to use resources to create a totem pole,"Yes, I was confused about the task.",3,2,7,No,Its hard
12/11/2017 14:26:50,827,"Given Resources, we were supposed to create a totem pole for the gods.","No, I understood what I was supposed to do.",1,6,6,"Once I was able to create a new tool, I tried to repeat the same combination but with the new tools.",no
12/11/2017 14:33:00,829,I was supposed to build a totem poll by creating tools and materials using basic resources provided. ,"Yes, I was confused about the task.",2,2,7,Tried to make as many combinations as possible in hoping that some would match. Would keep a resource stable and substitute the rest as combinations.,"It was very frustrating that I could only find combinations in my first trial, and none any time after that. I began to lose interest as the new materials stopped coming in."
12/11/2017 14:49:46,830,We had to make combinations between resources that were given us in order to make tools to then create logs we we could end up making totem poles. ,"No, I understood what I was supposed to do.",1,2,7,"I tried every combination I could think of when trying to make tools. I then tried combining two of the same resources and after a while, I started to think realistically about making the tools and trying to see if there were any patterns but this was very hard to do. ","This game was so frustrating. For my first three sessions, I was not able to get barely any of the tools and I was getting super frustrated with how a person could even make a totem pole. "
12/11/2017 14:57:30,832,The experiment was to build a totem pole with only using a combonation of six resources.,"No, I understood what I was supposed to do.",1,6,6,"I tried every single combination, then every double, and then thought about what I could build with the new materials that I obtained.",This is a very thought provoking game.
12/11/2017 14:57:54,831,I was to imagine being a part of a tribe that must build a totem pole to please their gods. To do this I must take advantage of the resources around me and combine them in novel ways to develop new tools and technology for crafting the best possible totem pole.,"No, I understood what I was supposed to do.",2,4,6,I suppose the closest thing I had to a strategy was combining as many items as possible in the beginning. Following that I focused more on putting resources together in the way I thought they could produce something greater.,"My biggest issue was the temperature of the room and lack of circulation, it made it incredibly difficult to stay alert and mentally efficient."
12/12/2017 12:57:46,834,Use resources to create tools to create a totem pole,"No, I understood what I was supposed to do.",3,2,6,"Not really, I tried to think of ways the resources and tools would interact with each other to form something new",No
12/12/2017 12:57:56,833,"I was asked to complete an experiment which I had to create a totem pole to gain points. The totem pole had to be created by resources I already had, through different combinations. ","Yes, I was confused about the task.",2,1,7,"At first, I just copied what the ancestors had already done. This gave me an additional pool of tools to choose from when working in the workshop. However, beyond that, it i couldn't find combinations that would work for anything else. I would combine things that I  thought would make sense, such as two logs or a rock and a log for carving, and nothing would work. Whatever strategy I had did not work as I couldn't make any tools on my own. ",Just curious if this was even possible to make a totem pole. 
12/12/2017 13:41:39,838,use given materials to make new things ,"No, I understood what I was supposed to do.",1,3,4,,
12/12/2017 13:42:05,836,We were tasked to simulate the creation of a totem pole using limited resources,"No, I understood what I was supposed to do.",3,4,5,Using the broken down pieces of rock seemed to truly advance resources,Make instructions for game more concise
12/12/2017 13:42:14,835,We were given different tools to try to create a todium pole and the opportunity to look at others working on the same task that we were. ,"No, I understood what I was supposed to do.",2,2,6,"I was doing everything in a pattern so I tried not to do the same things over again, however in some cases it didn't work well. I also took advantage of being able to look at what others were doing.",N/A
12/12/2017 13:43:25,837,"Building a totem pole to please the gods. Going from basic to complex tools, using teamwork.","No, I understood what I was supposed to do.",4,5,5,"Seeing others methods for building tools, using knowledge of what tools are needed for certain things (axe needed to cut tree, but how do you make the axe? and so on).","Nope, it was good fun though."
12/13/2017 11:02:17,839,I was using items that were available to create new items to build totem poles.,"Yes, I was confused about the task.",1,5,5,No I did not,No I do not
12/13/2017 13:32:47,840,I had to use a set of natural resources to try to built tools by combining them in different ways to eventually be able to build a totem pole ,"No, I understood what I was supposed to do.",5,2,4,I would combine each natural resource with every single other resource to search for any possible combinations,No
9/14/2018 15:12:28,846,"At first I was pretty confused with how to create certain things, however 10 minutes in I noticed that I could just click the record button and it would tell me how to create everything. So even though I would of finished much faster with better instructions, I would not have improved my score. I was told in the beginning to stack some logs on top of each other to make a little statue thing and that's it.","No, I understood what I was supposed to do.",1,7,1,Not really I just looked at the record link and produced every material because it got me points and then I noticed that the different color assortments that I used would give me more points so I did that too.,I truly believe I mastered this game.
9/14/2018 15:50:08,850,Try different combinations of materials to build a totem pole,"Yes, I was confused about the task.",1,3,6,Random,
9/14/2018 15:50:13,851,It's like Little Alchemy,"No, I understood what I was supposed to do.",6,4,6,Combine everything with everything,I have no remarks
9/14/2018 15:50:43,853,It was easy first but got very harder,"No, I understood what I was supposed to do.",5,3,5,,
9/14/2018 15:52:09,852,"I was told to make a totem pole with the materials given to me on the screen. After flailing for a bit, I figured I could just build off of the old person and got all the things he got. However, I couldn't figure out how to make new things. ","Yes, I was confused about the task.",2,2,4,"I tried making resources that I know people would make back in the old days, but the combinations never worked. ",The talking outside was distracting and the mouse wasn't very responsive. 
9/17/2018 17:00:50,387,The experiment offers several objects and require testers to exploit those object to make a totem. I was supposed to combine the objects that was available in order to create new object and eventually complete the totem.,"No, I understood what I was supposed to do.",5,7,3,The general strategy would be trying to imagine the object that people might need to make a totem in the real life and then try to combine as much of the object available as possible.,
9/17/2018 17:03:26,396,Try and create a totem pole by creating tools using a base pool of supplies,"No, I understood what I was supposed to do.",1,2,6,"I looked at the ""results"" for the high score and clicked on the tools that had been previously been created- I then recreated those tools and attempted to recreate additional, new tools by combining the new tools with other new and old tools but was ultimately unsuccessful, which was very frustrating ",I found that I was very successful in the beginning and able to make new tools and reach the high score that another used had reached but after that I was unable to make any more tools 
